,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
320,16,278,22.411523282295754,-2.9115232822957555,22.80014706,209,69,2.0,21.83,19.5
321,16,222,22.411523282295754,-2.9115232822957555,17.26430889,158,64,2.0,21.83,19.5
322,17,286,15.324594245447258,1.2754057545527424,16.32655166,123,163,1.5,35.55,16.6
323,17,237,13.712885030011263,1.2871149699887368,10.884559199999998,83,154,1.5,39.41,15.0
324,18,140,12.512644525405351,0.9873554745946495,5.067033513,43,97,1.5,42.5,13.5
325,18,28,11.616260541658406,0.9837394583415946,0.938348822,10,18,1.8,45.06,12.6
326,19,0,11.484443255512634,0.21555674448736517,0.0,0,0,2.0,45.23,11.7
327,19,0,10.984404177965338,0.2155958220346604,0.0,0,0,2.3,46.75,11.2
328,20,0,10.924521224546659,-0.22452122454665993,0.0,0,0,2.6,46.81,10.7
329,20,0,10.842773588545926,-0.2427735885459258,0.0,0,0,3.1,47.06,10.6
330,21,0,12.399172040214609,-1.7991720402146087,0.0,0,0,3.5,42.0,10.6
331,21,0,12.499676163619679,-1.7996761636196792,0.0,0,0,4.1,41.72,10.7
332,22,0,16.25158607681997,-5.451586076819967,0.0,0,0,4.7,31.55,10.8
333,22,0,16.151752464155145,-5.451752464155144,0.0,0,0,5.2,31.76,10.7
334,23,0,19.251643364739138,-8.651643364739137,0.0,0,0,5.6,25.0,10.6
335,23,0,18.96911794601842,-8.669117946018421,0.0,0,0,5.8,25.47,10.3
288,0,0,4.665819966661765,-6.465819966661765,0.0,0,0,0.7,70.47,-1.8
289,0,0,4.265433225588012,-6.465433225588012,0.0,0,0,0.8,72.58,-2.2
290,1,0,4.046166212276549,-6.546166212276549,0.0,0,0,0.9,73.75,-2.5
291,1,0,3.861947399803059,-6.561947399803059,0.0,0,0,0.9,74.76,-2.7
292,2,0,3.7028590679585203,-6.60285906795852,0.0,0,0,1.0,75.64,-2.9
293,2,0,3.601803140535175,-6.601803140535175,0.0,0,0,1.0,76.21,-3.0
294,3,0,3.6532991359162486,-6.6532991359162486,0.0,0,0,1.1,75.91,-3.0
295,3,0,3.6532991359162486,-6.6532991359162486,0.0,0,0,1.1,75.91,-3.0
296,4,0,3.8608106613237525,-6.760810661323752,0.0,0,0,1.1,74.73,-2.9
297,4,0,4.260302464596186,-6.760302464596186,0.0,0,0,1.1,72.55,-2.5
298,5,0,4.850193947551965,-6.850193947551965,0.0,0,0,1.1,69.44,-2.0
299,5,232,7.150013501471662,-6.850013501471662,3.472360019,25,207,1.3,58.71,0.3
300,6,533,8.969937679271126,-6.469937679271125,11.44912649,48,485,1.4,51.63,2.5
301,6,640,10.769258765999112,-6.469258765999113,18.9563754,56,584,1.3,45.48,4.3
302,7,658,13.949512209393983,-7.949512209393984,26.08798961,78,580,1.2,36.06,6.0
303,7,739,15.46275246838556,-7.962752468385561,35.65925403,101,638,1.3,32.5,7.5
304,8,725,18.65741258770954,-9.55741258770954,41.75812893,135,590,1.4,25.75,9.1
305,8,859,20.15739989927436,-9.55739989927436,54.14391722,142,717,1.5,23.29,10.6
306,9,961,22.981456717338162,-10.98145671733816,65.6848507,145,816,1.7,18.97,12.0
307,9,1059,24.29008366344905,-10.990083663449049,77.03784553,131,928,1.8,17.41,13.3
308,10,1036,26.301823474306932,-11.701823474306932,80.79005752,169,867,1.9,15.12,14.6
309,10,1072,27.301067103658248,-11.70106710365825,87.07589931,166,906,2.0,14.18,15.6
310,11,1098,28.53411417426041,-11.834114174260408,91.86020981,172,926,2.1,13.08,16.7
311,11,1128,29.237301927403482,-11.837301927403484,95.70653021,139,989,2.1,12.51,17.4
312,12,1132,29.648980131550886,-11.548980131550882,96.45642748,127,1005,2.2,12.25,18.1
313,12,1129,30.04549363942961,-11.54549363942961,95.51771541,123,1006,2.2,11.95,18.5
314,13,1125,30.048364679085573,-11.148364679085576,93.26541421,119,1006,2.3,12.03,18.9
315,13,1117,30.259915854505977,-11.159915854505973,89.51208204,114,1003,2.2,11.87,19.1
316,14,1104,29.998631051556387,-10.79863105155639,84.35143951,107,997,2.2,12.14,19.2
317,14,1080,29.894341565530297,-10.794341565530296,77.40824705,101,979,2.0,12.22,19.1
318,15,1055,29.49664763431382,-10.49664763431382,69.62058478,95,960,1.8,12.59,19.0
319,15,1022,29.095108696130684,-10.495108696130682,60.89482236,89,933,1.6,12.91,18.6
320,16,980,28.214305418729275,-10.014305418729275,51.41835035,82,898,1.4,13.75,18.2
321,16,924,28.214305418729275,-10.014305418729275,41.37863596,75,849,1.4,13.75,18.2
322,17,846,22.88976157835827,-6.589761578358271,30.87042074,65,781,0.9,20.23,16.3
323,17,734,20.49678446900468,-6.596784469004678,20.54954556,54,680,0.9,23.59,13.9
324,18,558,15.66085830404538,-4.160858304045379,10.88497794,41,517,0.9,33.2,11.5
325,18,206,13.962611729897562,-4.162611729897561,2.7212953310000003,20,186,1.1,37.17,9.8
326,19,0,13.898012473035955,-5.698012473035955,0.0,0,0,1.3,36.87,8.2
327,19,0,13.098856634729525,-5.698856634729526,0.0,0,0,1.5,38.93,7.4
328,20,0,12.165713977342104,-5.465713977342104,0.0,0,0,1.7,41.57,6.7
329,20,0,12.267552664891165,-5.467552664891165,0.0,0,0,1.9,41.28,6.8
330,21,0,12.49284441494956,-5.59284441494956,0.0,0,0,2.1,40.61,6.9
331,21,0,12.392640166452132,-5.592640166452133,0.0,0,0,2.2,40.89,6.8
332,22,0,12.659142702209639,-5.859142702209638,0.0,0,0,2.4,40.07,6.8
333,22,0,12.360428832311287,-5.860428832311287,0.0,0,0,2.5,40.9,6.5
334,23,0,12.489386284951703,-6.289386284951702,0.0,0,0,2.6,40.41,6.2
335,23,0,12.191029565638466,-6.291029565638465,0.0,0,0,2.7,41.25,5.9
288,0,0,9.064448425391838,3.8355515746081625,0.0,0,0,1.1,54.11,12.9
289,0,0,8.464233340254015,3.8357666597459845,0.0,0,0,1.2,56.28,12.3
290,1,0,8.670329791912035,3.129670208087966,0.0,0,0,1.2,55.34,11.8
291,1,0,8.28802079807749,3.1119792019225097,0.0,0,0,1.2,56.75,11.4
292,2,0,7.997253931617363,2.902746068382637,0.0,0,0,1.2,57.8,10.9
293,2,0,7.698236364494437,2.9017636355055627,0.0,0,0,1.2,58.96,10.6
294,3,0,7.340999624625573,2.859000375374427,0.0,0,0,1.3,60.37,10.2
295,3,0,7.141474501476491,2.858525498523509,0.0,0,0,1.3,61.18,10.0
296,4,0,7.007755558670162,2.6922444413298368,0.0,0,0,1.3,61.69,9.7
297,4,0,7.707837784556393,2.692162215443607,0.0,0,0,1.3,58.87,10.4
298,5,110,7.842800320905975,3.157199679094025,2.064403712,18,92,1.4,58.46,11.0
299,5,283,9.53865414246807,3.1613458575319284,7.412947544,46,237,1.7,52.28,12.7
300,6,405,10.592083684711644,3.807916315288356,14.35645293,77,328,2.0,48.99,14.4
301,6,530,11.990793680614427,3.809206319385574,22.70724279,103,427,1.5,44.78,15.8
302,7,583,14.1293957583403,3.0706042416596993,30.58862494,142,441,1.0,38.89,17.2
303,7,679,15.526623007489498,3.0733769925105032,39.78336622,161,518,0.7,35.62,18.6
304,8,744,18.132863437356484,1.7671365626435134,48.50874157,189,555,0.4,29.94,19.9
305,8,771,19.33048483774462,1.7695151622553797,55.82653872,239,532,0.6,27.81,21.1
306,9,831,21.230719016891783,1.0692809831082175,64.27004132,271,560,0.9,24.58,22.3
307,9,935,21.92973417651234,1.0702658234876588,74.59020392,233,702,1.2,23.56,23.0
308,10,880,22.804511139918016,0.9954888600819857,75.43395794,369,511,1.5,22.33,23.8
309,10,872,23.105316164010084,0.9946838359899188,77.49781565,442,430,1.9,21.93,24.1
310,11,861,23.273643926729985,1.2263560732700147,77.96658792,476,385,2.3,21.77,24.5
311,11,872,23.075025017447746,1.2249749825522553,79.65557001,498,374,2.8,22.03,24.3
312,12,871,22.501736673435914,1.598263326564088,79.74956816,502,369,3.3,22.9,24.1
313,12,882,22.018708600429758,1.5812913995702444,80.40677125,491,391,3.7,23.57,23.6
314,13,861,21.161311727689203,1.9386882723107977,77.78013972,469,392,4.0,24.92,23.1
315,13,834,20.761732301424008,1.9382676985759926,74.02750311,436,398,4.0,25.53,22.7
316,14,835,20.445084384048787,1.9549156159512113,71.77595265,385,450,4.0,26.03,22.4
317,14,854,20.244285283525674,1.9557147164743265,69.5243109,316,538,3.9,26.35,22.2
318,15,805,20.204315306327487,1.7956846936725126,62.01844877,276,529,3.8,26.37,22.0
319,15,817,20.10498296454484,1.7950170354551596,56.67047539,196,621,3.7,26.53,21.9
320,16,870,20.00097896224343,1.7990210377565705,51.88544262,119,751,3.6,26.7,21.8
321,16,795,20.00097896224343,1.7990210377565705,41.93995091,110,685,3.6,26.7,21.8
322,17,661,18.450935580845023,2.4490644191549755,31.0565125,108,553,2.9,29.55,20.9
323,17,556,17.25193090207382,2.4480690979261786,21.67416622,84,472,2.0,31.82,19.7
324,18,564,12.583577095719178,5.9164229042808225,15.38792272,53,511,1.1,43.72,18.5
325,18,407,11.385522043226132,5.91447795677387,7.787892881,37,370,0.9,47.14,17.3
326,19,106,11.120194751415509,4.879805248584491,1.5951333840000002,14,92,0.8,47.65,16.0
327,19,0,10.52130259371335,4.8786974062866495,0.0,0,0,0.8,49.51,15.4
328,20,0,10.232805085674876,4.567194914325126,0.0,0,0,0.7,50.35,14.8
329,20,0,9.534984979238171,4.5650150207618285,0.0,0,0,0.9,52.67,14.1
330,21,0,8.634779373826042,4.865220626173958,0.0,0,0,1.1,55.92,13.5
331,21,0,7.836412701729032,4.863587298270967,0.0,0,0,1.4,58.91,12.7
332,22,0,7.048166232272476,4.951833767727524,0.0,0,0,1.7,62.06,12.0
333,22,0,6.34912663185258,4.950873368147421,0.0,0,0,1.7,64.99,11.3
334,23,0,6.042156339411904,4.557843660588095,0.0,0,0,1.7,66.24,10.6
335,23,0,5.543317868443954,4.5566821315560455,0.0,0,0,1.5,68.48,10.1
288,0,0,5.091290256577491,-7.3912902565774905,0.0,0,0,1.4,68.1,-2.3
289,0,0,4.992253979421571,-7.392253979421571,0.0,0,0,1.2,68.6,-2.4
290,1,0,4.854618506282867,-7.354618506282867,0.0,0,0,1.0,69.31,-2.5
291,1,0,4.7704097843440625,-7.370409784344062,0.0,0,0,1.0,69.74,-2.6
292,2,0,4.640627908299372,-7.340627908299372,0.0,0,0,0.9,70.42,-2.7
293,2,0,4.541368844395551,-7.341368844395551,0.0,0,0,1.1,70.94,-2.8
294,3,0,4.488357776967799,-7.3883577769677995,0.0,0,0,1.2,71.21,-2.9
295,3,0,4.388505267009625,-7.388505267009625,0.0,0,0,1.3,71.74,-3.0
296,4,0,4.336161453210578,-7.336161453210578,0.0,0,0,1.5,72.03,-3.0
297,4,0,4.336161453210578,-7.336161453210578,0.0,0,0,1.6,72.03,-3.0
298,5,0,4.296528524308737,-7.196528524308738,0.0,0,0,1.6,72.27,-2.9
299,5,0,4.512195712033486,-7.212195712033486,0.0,0,0,1.7,71.12,-2.7
300,6,0,4.433892309896243,-6.933892309896243,0.0,0,0,1.7,71.59,-2.5
301,6,75,6.033329013950227,-6.933329013950227,0.7507904459999999,8,67,2.0,63.65,-0.9
302,7,374,6.026268767300575,-5.226268767300575,6.1000584060000005,31,343,2.2,64.09,0.8
303,7,564,7.425814815179002,-5.225814815179002,13.98299566,49,515,1.9,57.98,2.2
304,8,721,7.0914634666047505,-3.49146346660475,23.27335281,59,662,1.7,59.82,3.6
305,8,827,8.691074527961222,-3.4910745279612216,32.65719499,64,763,1.5,53.49,5.2
306,9,866,8.88795944369804,-2.08795944369804,40.82077591,81,785,1.4,53.15,6.8
307,9,890,9.986319770200438,-2.086319770200438,48.04594157,102,788,1.5,49.31,7.9
308,10,897,10.264853278360478,-1.2648532783604785,54.05103079,131,766,1.6,48.62,9.0
309,10,961,10.963581601536417,-1.2635816015364176,61.08845543,124,837,1.6,46.39,9.7
310,11,1004,11.292013750254867,-0.9920137502548672,66.71828783,124,880,1.7,45.46,10.3
311,11,779,11.509730032133412,-1.0097300321334113,57.52211046,242,537,1.5,44.8,10.5
312,12,497,11.653407136712772,-0.9534071367127737,42.60192617,352,145,1.4,44.39,10.7
313,12,480,11.75214451427138,-0.9521445142713799,41.28816501,346,134,1.3,44.1,10.8
314,13,668,11.73325384880579,-0.8332538488057896,51.42247626,284,384,1.2,44.19,10.9
315,13,829,11.650039997296613,-0.8500399972966118,58.46028818,222,607,1.4,44.43,10.8
316,14,805,11.296725913779776,-0.596725913779777,54.33153139,208,597,1.5,45.56,10.7
317,14,539,10.699296206169489,-0.5992962061694901,38.75487123,247,292,1.4,47.41,10.1
318,15,216,10.136040094347827,-0.5360400943478276,19.14294717,192,24,1.3,49.25,9.6
319,15,254,8.438777885195721,-0.5387778851957216,18.58026647,155,99,1.2,55.23,7.9
320,16,479,6.424388590671782,-0.22438859067178177,23.55421223,125,354,1.0,63.48,6.2
321,16,269,6.424388590671782,-0.22438859067178177,13.794698,102,167,1.0,63.48,6.2
322,17,221,4.741914941617924,-2.1419149416179235,8.821448417000001,67,154,1.1,70.96,2.6
323,17,122,3.625453141179319,-2.125453141179319,3.4723142260000004,29,93,1.1,76.84,1.5
324,18,9,3.6176634878280223,-3.2176634878280224,0.281542395,3,6,1.1,76.7,0.4
325,18,0,3.3180749641713603,-3.21807496417136,0.0,0,0,1.2,78.38,0.1
326,19,0,3.279932408770711,-3.579932408770711,0.0,0,0,1.3,78.54,-0.3
327,19,0,3.479574748774213,-3.579574748774213,0.0,0,0,1.5,77.41,-0.1
328,20,0,3.5669421667117622,-3.466942166711762,0.0,0,0,1.6,76.94,0.1
329,20,0,3.767757609305548,-3.467757609305548,0.0,0,0,1.7,75.83,0.3
330,21,0,3.5978404242617295,-3.0978404242617295,0.0,0,0,1.8,76.83,0.5
331,21,0,3.797802554812934,-3.0978025548129344,0.0,0,0,1.9,75.73,0.7
332,22,0,3.609577196314164,-2.709577196314164,0.0,0,0,1.9,76.83,0.9
333,22,0,3.609577196314164,-2.709577196314164,0.0,0,0,1.9,76.83,0.9
334,23,0,3.5581286006975086,-2.5581286006975086,0.0,0,0,1.8,77.14,1.0
335,23,0,3.158797409990976,-2.558797409990976,0.0,0,0,1.6,79.39,0.6
288,0,0,7.738319755006513,-19.838319755006513,0.0,0,0,3.0,52.59,-12.1
289,0,0,7.738319755006513,-19.838319755006513,0.0,0,0,2.9,52.59,-12.1
290,1,0,7.92779837511967,-20.02779837511967,0.0,0,0,2.9,51.74,-12.1
291,1,0,7.840533924397686,-20.040533924397685,0.0,0,0,2.9,52.1,-12.2
292,2,0,8.017891677950452,-20.21789167795045,0.0,0,0,2.9,51.31,-12.2
293,2,0,8.017891677950452,-20.21789167795045,0.0,0,0,2.9,51.31,-12.2
294,3,0,7.984028872143632,-20.18402887214363,0.0,0,0,2.9,51.46,-12.2
295,3,0,8.184144669984956,-20.184144669984956,0.0,0,0,2.8,50.64,-12.0
296,4,0,8.036140074108854,-19.836140074108854,0.0,0,0,2.8,51.35,-11.8
297,4,0,8.336829781618697,-19.836829781618697,0.0,0,0,2.7,50.13,-11.5
298,5,0,8.097671226022882,-19.29767122602288,0.0,0,0,2.7,51.26,-11.2
299,5,0,8.297823303033613,-19.297823303033613,0.0,0,0,2.6,50.45,-11.0
300,6,0,8.127427852785573,-18.927427852785573,0.0,0,0,2.5,51.25,-10.8
301,6,0,8.527709614299622,-18.927709614299623,0.0,0,0,2.5,49.65,-10.4
302,7,0,8.37052206348201,-18.37052206348201,0.0,0,0,2.6,50.44,-10.0
303,7,229,9.6713336464179,-18.3713336464179,2.627991813,18,211,2.7,45.55,-8.7
304,8,503,9.417867697813433,-16.817867697813433,9.197839948,36,467,2.8,46.94,-7.4
305,8,671,10.719795930208518,-16.819795930208517,16.8937504,46,625,2.4,42.48,-6.1
306,9,763,10.376767450358262,-15.076767450358261,24.49556122,56,707,2.1,44.15,-4.7
307,9,865,11.677100786586452,-15.077100786586453,32.37872754,55,810,2.2,40.05,-3.4
308,10,919,12.411555867649248,-14.511555867649248,39.13546809,60,859,2.4,38.1,-2.1
309,10,919,13.127944451225197,-14.527944451225197,43.82763311,77,842,2.6,36.14,-1.4
310,11,994,13.003627768829425,-13.603627768829424,50.77203651,89,905,2.8,36.76,-0.6
311,11,1098,13.405769416633905,-13.605769416633905,56.77809068,64,1034,2.9,35.7,-0.2
312,12,1104,12.929931434955096,-12.729931434955096,58.27940383,64,1040,3.1,37.23,0.2
313,12,1108,13.128431350521874,-12.728431350521873,58.46697066,64,1044,3.2,36.7,0.4
314,13,1108,12.628387172767482,-12.028387172767482,57.15298053,62,1046,3.3,38.27,0.6
315,13,1101,12.628387172767482,-12.028387172767482,54.24371551,61,1040,3.1,38.27,0.6
316,14,1082,12.05737813934251,-11.357378139342512,49.73899243,59,1023,3.0,40.09,0.7
317,14,1054,11.756514856323786,-11.356514856323786,43.82676613,56,998,2.6,40.97,0.4
318,15,1013,11.00245626842819,-10.802456268428191,36.69443945,50,963,2.2,43.44,0.2
319,15,955,9.702064243909218,-10.802064243909218,28.71779768,46,909,1.5,47.75,-1.1
320,16,844,8.957101382975575,-11.357101382975575,19.70857409,42,802,0.8,50.27,-2.4
321,16,615,8.957101382975575,-11.357101382975575,10.135838099999999,34,581,0.8,50.27,-2.4
322,17,195,8.357113143826016,-13.557113143826015,2.252477776,17,178,0.5,51.92,-5.2
323,17,0,7.555261295992917,-13.555261295992917,0.0,0,0,0.6,55.18,-6.0
324,18,0,7.607442035762802,-14.407442035762802,0.0,0,0,0.8,54.72,-6.8
325,18,0,6.890038257582242,-14.390038257582242,0.0,0,0,1.0,57.83,-7.5
326,19,0,7.044314557600156,-15.244314557600156,0.0,0,0,1.3,56.91,-8.2
327,19,0,6.6438646789471,-15.2438646789471,0.0,0,0,1.6,58.71,-8.6
328,20,0,7.064576309095536,-15.964576309095536,0.0,0,0,2.0,56.62,-8.9
329,20,0,6.765362874716397,-15.965362874716396,0.0,0,0,2.2,57.96,-9.2
330,21,0,7.160483089051633,-16.560483089051633,0.0,0,0,2.5,56.03,-9.4
331,21,0,6.959742705463897,-16.559742705463897,0.0,0,0,2.6,56.92,-9.6
332,22,0,7.589234950429578,-17.289234950429577,0.0,0,0,2.7,53.97,-9.7
333,22,0,7.589234950429578,-17.289234950429577,0.0,0,0,2.7,53.97,-9.7
334,23,0,8.06309434918326,-17.86309434918326,0.0,0,0,2.8,51.83,-9.8
335,23,0,8.163997458765028,-17.863997458765027,0.0,0,0,2.8,51.42,-9.7
288,0,0,19.33441277055398,-3.4344127705539784,0.0,0,0,2.2,26.34,15.9
289,0,0,18.935630636388524,-3.435630636388522,0.0,0,0,2.1,27.02,15.5
290,1,0,19.802852551156466,-4.702852551156466,0.0,0,0,2.0,25.21,15.1
291,1,0,19.305193219531326,-4.705193219531324,0.0,0,0,2.0,26.03,14.6
292,2,0,19.577425126522503,-5.477425126522503,0.0,0,0,1.9,25.36,14.1
293,2,0,19.075448709034674,-5.475448709034673,0.0,0,0,2.0,26.2,13.6
294,3,0,19.184760313215833,-5.9847603132158325,0.0,0,0,2.0,25.87,13.2
295,3,0,18.8855663161104,-5.9855663161104,0.0,0,0,2.1,26.38,12.9
296,4,0,18.88273738870125,-6.28273738870125,0.0,0,0,2.2,26.3,12.6
297,4,28,20.281245829438753,-6.2812458294387525,0.18766687699999998,3,25,2.6,24.01,14.0
298,5,361,21.31492580963654,-5.914925809636543,4.503935728,25,336,3.0,22.56,15.4
299,5,605,23.395136736323977,-5.895136736323975,12.01021804,39,566,3.3,19.77,17.5
300,6,752,25.5147945537529,-5.914794553752897,21.01739641,48,704,3.7,17.31,19.6
301,6,848,27.81121696231951,-5.91121696231951,30.68086996,56,792,3.3,15.03,21.9
302,7,916,30.662282321640543,-6.4622823216405445,40.53150067,62,854,2.9,12.54,24.2
303,7,964,32.35342040706042,-6.453420407060422,50.10050205,67,897,2.7,11.34,25.9
304,8,1002,35.7985101637527,-8.1985101637527,59.38768751,72,930,2.5,8.97,27.6
305,8,1031,36.78717370954778,-8.187173709547778,68.11214401,76,955,2.2,8.47,28.6
306,9,1053,38.0379391653102,-8.4379391653102,75.99205253,80,973,2.0,7.84,29.6
307,9,1068,38.83444171230522,-8.434441712305224,82.7461739,83,985,1.7,7.49,30.4
308,10,1078,39.315395907250924,-8.21539590725092,88.37448524,85,993,1.5,7.32,31.1
309,10,1088,39.9236895655496,-8.223689565549602,93.06466145,88,1000,1.2,7.07,31.7
310,11,1095,40.11343483542029,-7.913434835420287,96.44147791,89,1006,0.9,7.04,32.2
311,11,1098,40.5188196307335,-7.918819630733501,98.41115315,90,1008,0.7,6.88,32.6
312,12,1096,40.6654900234892,-7.6654900234891965,98.8797896,91,1005,0.4,6.86,33.0
313,12,1093,40.956784209178394,-7.656784209178398,98.03514168,92,1001,0.6,6.75,33.3
314,13,1062,40.83991307050297,-7.339913070502972,94.00095309,158,904,0.8,6.84,33.5
315,13,950,40.92432997954631,-7.324329979546308,83.21232907,290,660,1.1,6.81,33.6
316,14,940,40.62252885861929,-7.022528858619285,79.64742658,273,667,1.5,6.97,33.6
317,14,907,40.419721977226686,-7.019721977226687,73.45591536,248,659,1.7,7.05,33.4
318,15,873,40.27365662735785,-7.07365662735785,66.51386782,216,657,2.0,7.1,33.2
319,15,895,39.77786830739082,-7.077868307390815,62.10496832,164,731,2.1,7.3,32.7
320,16,826,39.24124687282129,-7.0412468728212865,52.63002831,156,670,2.2,7.53,32.2
321,16,832,39.24124687282129,-7.0412468728212865,45.87537227,115,717,2.2,7.53,32.2
322,17,509,36.635358501887765,-6.135358501887765,29.17690679,160,349,2.1,8.89,30.5
323,17,261,35.03203726936332,-6.132037269363326,14.35416483,96,165,1.7,9.75,28.9
324,18,22,25.696596644792407,1.6034033552075926,2.064033861,22,0,1.3,18.95,27.3
325,18,11,24.001610598953526,1.598389401046474,1.032036217,11,0,1.4,20.94,25.6
326,19,5,22.036534191650624,1.8634658083493756,0.46911613799999996,5,0,1.5,23.62,23.9
327,19,0,21.44167994805457,1.858320051945431,0.0,0,0,1.5,24.48,23.3
328,20,0,21.073837844909338,1.5261621550906619,0.0,0,0,1.5,24.94,22.6
329,20,0,20.27607621253395,1.5239237874660494,0.0,0,0,1.3,26.18,21.8
330,21,0,19.62114191024019,1.3788580897598084,0.0,0,0,1.2,27.21,21.0
331,21,0,18.440522709415163,1.3594772905848376,0.0,0,0,1.2,29.26,19.8
332,22,0,17.72170959785376,0.7782904021462415,0.0,0,0,1.3,30.43,18.5
333,22,0,17.32287657265979,0.7771234273402102,0.0,0,0,1.5,31.2,18.1
334,23,0,18.3606327387353,-0.6606327387353024,0.0,0,0,1.8,28.83,17.7
335,23,0,18.065518113761257,-0.6655181137612572,0.0,0,0,2.1,29.37,17.4
288,0,0,4.009109523113375,12.890890476886623,0.0,0,0,2.9,77.26,16.9
289,0,0,3.7099500435292043,12.890049956470797,0.0,0,0,2.8,78.74,16.6
290,1,0,3.5604973190665348,12.739502680933466,0.0,0,0,2.8,79.47,16.3
291,1,0,3.3621986601911775,12.737801339808824,0.0,0,0,2.6,80.48,16.1
292,2,0,3.263774146244941,12.53622585375506,0.0,0,0,2.5,80.96,15.8
293,2,0,2.9635504352595277,12.536449564740472,0.0,0,0,2.4,82.53,15.5
294,3,0,3.1091638415284315,12.19083615847157,0.0,0,0,2.2,81.72,15.3
295,3,0,2.8091114597137583,12.190888540286242,0.0,0,0,2.2,83.31,15.0
296,4,0,3.062009001193136,11.737990998806865,0.0,0,0,2.2,81.91,14.8
297,4,0,3.6605927228423862,11.739407277157614,0.0,0,0,2.5,78.82,15.4
298,5,192,4.405732060357531,11.594267939642469,2.627278514,20,172,2.8,75.13,16.0
299,5,441,5.703261309609983,11.596738690390017,9.007683332000001,41,400,2.8,69.19,17.3
300,6,610,7.0184086508442505,11.681591349155749,17.17063211,56,554,2.8,63.72,18.7
301,6,726,9.312474763083852,11.687525236916148,26.177515,66,660,2.4,55.28,21.0
302,7,811,13.474880777662054,9.925119222337944,35.55919872,75,736,1.9,42.49,23.4
303,7,873,15.168898807081945,9.931101192918057,44.940733200000004,82,791,1.2,38.39,25.1
304,8,922,19.240962159799498,7.4590378402005015,54.13433606,88,834,0.6,29.55,26.7
305,8,959,20.234375758259684,7.465624241740314,62.67129802,92,867,0.9,27.88,27.7
